No,Shipment Invoice No.,SCT Ref.No,Site,EQ No,Case No.,Pkg,Storage,Description,L(CM),W(CM),H(CM),CBM,N.W(kgs),G.W(kgs),Stack,HS Code,Currency,Price,Vessel,COE,POL,POD,ETD/ATD,ETA/ATA,DSV Indoor,DSV Al Markaz,DSV Outdoor,Hauler Indoor,DSV MZP,MOSB,Shifting,MIR,SHU,DAS,AGI,Source_Sheet,Vendor,DHL WH,JDN MZD,AAA Storage,Status_WAREHOUSE,Status_SITE,Status_Current,Status_Location,Status_Location_Date,Status_Storage,wh_handling_legacy,site handling,total handling,minus,final handling,SQM,Stack_Status,Source_File,HAULER,Status_Location_YearMonth,site_handling_original,total_handling_original,wh_handling_original,FLOW_CODE,FLOW_DESCRIPTION,Final_Location,입고일자
9,PRL-SHU-025-O,HVDC-ADOPT-HE-0214,SHU,EQ-001,191229,1,Indoor,Capacitor,120.0,80.0,100.0,0.96,450.0,500.0,Stackable x4,85322900,SEK,22270.0,MSC GIUSY,SWEDEN,Gothenburg,Khalifa port,2024-09-26,2024-11-16,,,,,,,,,,,,"HE-0214,0252 (Capacitor)",HITACHI,2024-11-18,,,1.0,,warehouse,DHL WH,2024-11-18,warehouse,1,0,1,-1,0,,,HITACHI(HE),,,0,1,1,2,Port → WH → Site,DHL WH,
9,PRL-O-007-T,,SHU,EQ-011,191547,1,Indoor heated,Spare Parts for Shuweihat - MCC Panels ,43.0,30.0,32.0,0.041,7.0,8.0,,,,,,,,,,,2024-12-31,,,,,,,,,,,HE Local,HITACHI,,,,1.0,,warehouse,DSV Indoor,2024-12-31,warehouse,1,0,1,-1,0,,,HITACHI(HE),,,0,1,1,2,Port → WH → Site,DSV Indoor,
9,PRL-DAS-002-O Lot1,HVDC-ADOPT-HE-0001,DAS,EQ-001,207729,1,Outdoor covered,Bottom Shield,426.0,231.0,255.0,25.09353,400.0,1144.0,Stackable x1,85044083,SEK,433859.0,MSC China,Sweden,Gothenburg,Khalifa port,2023-12-01,2024-01-11,,,2024-01-19,,,,,,,2025-05-13,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,DAS,2025-05-13,site,1,1,2,0,2,,,HITACHI(HE),,,1,2,1,2,Port → WH → Site,DAS,
10,PRL-SHU-025-O,HVDC-ADOPT-HE-0214,SHU,EQ-001,191230,1,Indoor,Capacitor,120.0,80.0,100.0,0.96,450.0,500.0,Stackable x4,85322900,SEK,22270.0,MSC GIUSY,SWEDEN,Gothenburg,Khalifa port,2024-09-26,2024-11-16,,,,,,,,,,,,"HE-0214,0252 (Capacitor)",HITACHI,2024-11-18,,,1.0,,warehouse,DHL WH,2024-11-18,warehouse,1,0,1,-1,0,,,HITACHI(HE),,,0,1,1,2,Port → WH → Site,DHL WH,
10,PRL-DAS-002-O Lot1,HVDC-ADOPT-HE-0001,DAS,EQ-001,207730,1,Outdoor covered,Bottom Shield,426.0,231.0,255.0,25.09353,400.0,1144.0,Stackable x1,85044083,SEK,433859.0,MSC China,Sweden,Gothenburg,Khalifa port,2023-12-01,2024-01-11,,,2024-01-19,,,,,,,2025-05-13,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,DAS,2025-05-13,site,1,1,2,0,2,,,HITACHI(HE),,,1,2,1,2,Port → WH → Site,DAS,
10,PRL-O-007-T,,DAS,EQ-011,208704,1,Indoor heated,Spare Parts for Das - MCC Panels ,50.0,24.0,26.0,0.031,6.0,7.0,,,,,,,,,,,2024-12-31,,,,,,,,,,,HE Local,HITACHI,,,,1.0,,warehouse,DSV Indoor,2024-12-31,warehouse,1,0,1,-1,0,,,HITACHI(HE),,,0,1,1,2,Port → WH → Site,DSV Indoor,
11,PRL-SHU-025-O,HVDC-ADOPT-HE-0214,SHU,EQ-001,191231,1,Indoor,Capacitor,120.0,80.0,100.0,0.96,450.0,500.0,Stackable x4,85322900,SEK,22270.0,MSC GIUSY,SWEDEN,Gothenburg,Khalifa port,2024-09-26,2024-11-16,,,,,,,,,,,,"HE-0214,0252 (Capacitor)",HITACHI,2024-11-18,,,1.0,,warehouse,DHL WH,2024-11-18,warehouse,1,0,1,-1,0,,,HITACHI(HE),,,0,1,1,2,Port → WH → Site,DHL WH,
11,PRL-DAS-002-O Lot1,HVDC-ADOPT-HE-0001,DAS,EQ-001,207731,1,Outdoor covered,Bottom Shield,426.0,231.0,255.0,25.09353,400.0,1144.0,Stackable x1,85044083,SEK,433859.0,MSC China,Sweden,Gothenburg,Khalifa port,2023-12-01,2024-01-11,,,2024-01-19,,,,,,,2025-05-13,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,DAS,2025-05-13,site,1,1,2,0,2,,,HITACHI(HE),,,1,2,1,2,Port → WH → Site,DAS,
11,PRL-O-007-T,,MIR,EQ-011,280332,1,Indoor heated,Spare Parts for Mirfa - MCC Panels ,43.0,30.0,38.0,0.049,6.0,7.0,,,,,,,,,,,2024-12-31,,,,,,,,,,,HE Local,HITACHI,,,,1.0,,warehouse,DSV Indoor,2024-12-31,warehouse,1,0,1,-1,0,,,HITACHI(HE),,,0,1,1,2,Port → WH → Site,DSV Indoor,
12,PRL-SHU-025-O,HVDC-ADOPT-HE-0214,SHU,EQ-001,191232,1,Indoor,Capacitor,120.0,80.0,100.0,0.96,450.0,500.0,Stackable x4,85322900,SEK,22270.0,MSC GIUSY,SWEDEN,Gothenburg,Khalifa port,2024-09-26,2024-11-16,,,,,,,,,,,,"HE-0214,0252 (Capacitor)",HITACHI,2024-11-18,,,1.0,,warehouse,DHL WH,2024-11-18,warehouse,1,0,1,-1,0,,,HITACHI(HE),,,0,1,1,2,Port → WH → Site,DHL WH,
12,PRL-DAS-002-O Lot1,HVDC-ADOPT-HE-0001,DAS,EQ-001,207732,1,Outdoor covered,Bottom Shield,426.0,231.0,255.0,25.09353,400.0,1144.0,Stackable x1,85044083,SEK,433859.0,MSC China,Sweden,Gothenburg,Khalifa port,2023-12-01,2024-01-11,,,2024-01-19,,,,,,,2025-05-13,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,DAS,2025-05-13,site,1,1,2,0,2,,,HITACHI(HE),,,1,2,1,2,Port → WH → Site,DAS,
12,PRL-O-007-T,,AGI,EQ-011,365736,1,Indoor heated,Spare Parts for Al Ghallan - MCC Panel,40.0,38.0,30.0,0.046,7.0,8.0,,,,,,,,,,,2024-12-31,,,,,,,,,,,HE Local,HITACHI,,,,1.0,,warehouse,DSV Indoor,2024-12-31,warehouse,1,0,1,-1,0,,,HITACHI(HE),,,0,1,1,2,Port → WH → Site,DSV Indoor,
13,PRL-O-007-T,,ALL,EQ-011,1,1,Indoor heated,7.5KW DOLs and 11KW DOLs for all station,120.0,85.0,86.0,0.877,130.0,135.0,,,,,,,,,,,2024-12-31,,,,,,,,,,,HE Local,HITACHI,,,,1.0,,warehouse,DSV Indoor,2024-12-31,warehouse,1,0,1,-1,0,,,HITACHI(HE),,,0,1,1,2,Port → WH → Site,DSV Indoor,
13,PRL-SHU-025-O,HVDC-ADOPT-HE-0214,SHU,EQ-001,191233,1,Indoor,Capacitor,120.0,80.0,100.0,0.96,450.0,500.0,Stackable x4,85322900,SEK,22270.0,MSC GIUSY,SWEDEN,Gothenburg,Khalifa port,2024-09-26,2024-11-16,,,,,,,,,,,,"HE-0214,0252 (Capacitor)",HITACHI,2024-11-18,,,1.0,,warehouse,DHL WH,2024-11-18,warehouse,1,0,1,-1,0,,,HITACHI(HE),,,0,1,1,2,Port → WH → Site,DHL WH,
13,PRL-DAS-002-O Lot6,HVDC-ADOPT-HE-0005,DAS,EQ-001,207733,1,Outdoor covered,Side Shield Pairs - Pack 1,420.0,205.0,140.0,12.054,590.0,1031.0,X2,85044083,SEK,433859.0,MSC Loretto,Sweden,Gothenburg,Khalifa port,2023-12-21,2024-02-10,,,2024-02-14,,,,,,,2025-05-16,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,DAS,2025-05-16,site,1,1,2,0,2,,,HITACHI(HE),,,1,2,1,2,Port → WH → Site,DAS,
14,PRL-SHU-025-O,HVDC-ADOPT-HE-0214,SHU,EQ-001,191234,1,Indoor,Capacitor,120.0,80.0,100.0,0.96,450.0,500.0,Stackable x4,85322900,SEK,22270.0,MSC GIUSY,SWEDEN,Gothenburg,Khalifa port,2024-09-26,2024-11-16,,,,,,,,,,,,"HE-0214,0252 (Capacitor)",HITACHI,2024-11-18,,,1.0,,warehouse,DHL WH,2024-11-18,warehouse,1,0,1,-1,0,,,HITACHI(HE),,,0,1,1,2,Port → WH → Site,DHL WH,
14,PRL-DAS-002-O Lot6,HVDC-ADOPT-HE-0005,DAS,EQ-001,207734,1,Outdoor covered,Side Shield Pairs - Pack 1,420.0,205.0,140.0,12.054,590.0,1031.0,X2,85044083,SEK,433859.0,MSC Loretto,Sweden,Gothenburg,Khalifa port,2023-12-21,2024-02-10,,,2024-02-14,,,2024-08-03,2024-08-03,,,2024-08-13,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,DAS,2024-08-13,site,2,1,3,-1,2,,,HITACHI(HE),,,1,3,2,3,Port → WH → MOSB → Site,DAS,
14,,HVDC-ADOPT-HE-LOC-0001,DAS,EQ-211,208747,1,Indoor,LV Panel - DAS Pole 1 CUBICLE - 1 & 2,215.0,125.0,273.0,7.26,2180.0,2250.0,,,,,,,,,,,2025-01-07,,,,,2025-05-28,,,,2025-06-10,,HE Local,HITACHI,,,,1.0,1.0,site,DAS,2025-06-10,site,2,1,3,-1,2,,,HITACHI(HE),,,1,3,2,3,Port → WH → MOSB → Site,DAS,
15,PRL-SHU-025-O,HVDC-ADOPT-HE-0214,SHU,EQ-001,191235,1,Indoor,Capacitor,120.0,80.0,100.0,0.96,450.0,500.0,Stackable x4,85322900,SEK,22270.0,MSC GIUSY,SWEDEN,Gothenburg,Khalifa port,2024-09-26,2024-11-16,,,,,,,,,,,,"HE-0214,0252 (Capacitor)",HITACHI,2024-11-18,,,1.0,,warehouse,DHL WH,2024-11-18,warehouse,1,0,1,-1,0,,,HITACHI(HE),,,0,1,1,2,Port → WH → Site,DHL WH,
15,PRL-DAS-002-O Lot6,HVDC-ADOPT-HE-0005,DAS,EQ-001,207735,1,Outdoor covered,Side Shield Pairs - Pack 1,420.0,205.0,140.0,12.054,590.0,1031.0,X2,85044083,SEK,433859.0,MSC Loretto,Sweden,Gothenburg,Khalifa port,2023-12-21,2024-02-10,,,2024-02-14,,,2024-08-03,2024-08-03,,,2024-08-13,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,DAS,2024-08-13,site,2,1,3,-1,2,,,HITACHI(HE),,,1,3,2,3,Port → WH → MOSB → Site,DAS,
15,,HVDC-ADOPT-HE-LOC-0001,DAS,EQ-211,208748,1,Indoor,LV Panel - DAS Pole 1 CUBICLE - 3 & 4,175.0,125.0,273.0,3.96,1180.0,1250.0,,,,,,,,,,,2025-01-07,,,,,2025-05-28,,,,2025-06-10,,HE Local,HITACHI,,,,1.0,1.0,site,DAS,2025-06-10,site,2,1,3,-1,2,,,HITACHI(HE),,,1,3,2,3,Port → WH → MOSB → Site,DAS,
16,PRL-SHU-025-O,HVDC-ADOPT-HE-0214,SHU,EQ-001,191236,1,Indoor,Capacitor,120.0,80.0,100.0,0.96,450.0,500.0,Stackable x4,85322900,SEK,22270.0,MSC GIUSY,SWEDEN,Gothenburg,Khalifa port,2024-09-26,2024-11-16,,,,,,,,,,,,"HE-0214,0252 (Capacitor)",HITACHI,2024-11-18,,,1.0,,warehouse,DHL WH,2024-11-18,warehouse,1,0,1,-1,0,,,HITACHI(HE),,,0,1,1,2,Port → WH → Site,DHL WH,
16,PRL-DAS-002-O Lot6,HVDC-ADOPT-HE-0005,DAS,EQ-001,207736,1,Outdoor covered,Side Shield Pairs - Pack 1,420.0,205.0,140.0,12.054,590.0,1031.0,X2,85044083,SEK,433859.0,MSC Loretto,Sweden,Gothenburg,Khalifa port,2023-12-21,2024-02-10,,,2024-02-14,,,2024-08-07,2024-08-07,,,2024-08-26,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,DAS,2024-08-26,site,2,1,3,-1,2,,,HITACHI(HE),,,1,3,2,3,Port → WH → MOSB → Site,DAS,
16,,HVDC-ADOPT-HE-LOC-0001,DAS,EQ-211,208749,1,Indoor,LV Panel - DAS Pole 1 CUBICLE - 5 & 6,135.0,125.0,273.0,5.775,1280.0,1350.0,,,,,,,,,,,2025-01-07,,,,,2025-05-28,,,,2025-06-10,,HE Local,HITACHI,,,,1.0,1.0,site,DAS,2025-06-10,site,2,1,3,-1,2,,,HITACHI(HE),,,1,3,2,3,Port → WH → MOSB → Site,DAS,
17,PRL-SHU-025-O,HVDC-ADOPT-HE-0214,SHU,EQ-001,191237,1,Indoor,Capacitor,120.0,80.0,100.0,0.96,450.0,500.0,Stackable x4,85322900,SEK,22270.0,MSC GIUSY,SWEDEN,Gothenburg,Khalifa port,2024-09-26,2024-11-16,,,,,,,,,,,,"HE-0214,0252 (Capacitor)",HITACHI,2024-11-18,,,1.0,,warehouse,DHL WH,2024-11-18,warehouse,1,0,1,-1,0,,,HITACHI(HE),,,0,1,1,2,Port → WH → Site,DHL WH,
17,PRL-DAS-002-O Lot6,HVDC-ADOPT-HE-0005,DAS,EQ-001,207737,1,Outdoor covered,Side Shield Pairs - Pack 1,420.0,205.0,140.0,12.054,590.0,1031.0,X2,85044083,SEK,433859.0,MSC Loretto,Sweden,Gothenburg,Khalifa port,2023-12-21,2024-02-10,,,2024-02-14,,,2024-08-07,2024-08-07,,,2024-08-26,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,DAS,2024-08-26,site,2,1,3,-1,2,,,HITACHI(HE),,,1,3,2,3,Port → WH → MOSB → Site,DAS,
17,,HVDC-ADOPT-HE-LOC-0001,DAS,EQ-211,208750,1,Indoor,LV Panel - DAS Pole 1 CUBICLE - 7,135.0,183.0,273.0,6.497,1730.0,1800.0,,,,,,,,,,,2025-01-07,,,,,2025-05-28,,,,2025-06-10,,HE Local,HITACHI,,,,1.0,1.0,site,DAS,2025-06-10,site,2,1,3,-1,2,,,HITACHI(HE),,,1,3,2,3,Port → WH → MOSB → Site,DAS,
18,PRL-SHU-025-O,HVDC-ADOPT-HE-0214,SHU,EQ-001,191238,1,Indoor,Capacitor,120.0,80.0,100.0,0.96,450.0,500.0,Stackable x4,85322900,SEK,22270.0,MSC GIUSY,SWEDEN,Gothenburg,Khalifa port,2024-09-26,2024-11-16,,,,,,,,,,,,"HE-0214,0252 (Capacitor)",HITACHI,2024-11-18,,,1.0,,warehouse,DHL WH,2024-11-18,warehouse,1,0,1,-1,0,,,HITACHI(HE),,,0,1,1,2,Port → WH → Site,DHL WH,
18,PRL-DAS-002-O Lot6,HVDC-ADOPT-HE-0005,DAS,EQ-001,207738,1,Outdoor covered,Side Shield Pairs - Pack 1,420.0,205.0,140.0,12.054,590.0,1031.0,X2,85044083,SEK,433859.0,MSC Loretto,Sweden,Gothenburg,Khalifa port,2023-12-21,2024-02-10,,,2024-02-14,,,2024-08-03,2024-08-03,,,2024-08-13,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,DAS,2024-08-13,site,2,1,3,-1,2,,,HITACHI(HE),,,1,3,2,3,Port → WH → MOSB → Site,DAS,
18,,HVDC-ADOPT-HE-LOC-0001,DAS,EQ-211,208751,1,Indoor,LV Panel - DAS Pole 1 CUBICLE - 8,135.0,125.0,273.0,6.497,1730.0,1800.0,,,,,,,,,,,2025-01-07,,,,,2025-05-28,,,,2025-06-10,,HE Local,HITACHI,,,,1.0,1.0,site,DAS,2025-06-10,site,2,1,3,-1,2,,,HITACHI(HE),,,1,3,2,3,Port → WH → MOSB → Site,DAS,
19,PRL-SHU-025-O,HVDC-ADOPT-HE-0214,SHU,EQ-001,191239,1,Indoor,Capacitor,120.0,80.0,100.0,0.96,450.0,500.0,Stackable x4,85322900,SEK,22270.0,MSC GIUSY,SWEDEN,Gothenburg,Khalifa port,2024-09-26,2024-11-16,,,,,,,,,,,,"HE-0214,0252 (Capacitor)",HITACHI,2024-11-18,,,1.0,,warehouse,DHL WH,2024-11-18,warehouse,1,0,1,-1,0,,,HITACHI(HE),,,0,1,1,2,Port → WH → Site,DHL WH,
19,PRL-DAS-002-O Lot6,HVDC-ADOPT-HE-0005,DAS,EQ-001,207739,1,Outdoor covered,Side Shield Pairs - Pack 1,420.0,205.0,140.0,12.054,590.0,1031.0,X2,85044083,SEK,433859.0,MSC Loretto,Sweden,Gothenburg,Khalifa port,2023-12-21,2024-02-10,,,2024-02-14,,,,,,,2025-05-16,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,DAS,2025-05-16,site,1,1,2,0,2,,,HITACHI(HE),,,1,2,1,2,Port → WH → Site,DAS,
19,,HVDC-ADOPT-HE-LOC-0001,DAS,EQ-211,208752,1,Indoor,LV Panel - DAS Pole 1 CUBICLE - 8A & 9,215.0,185.0,273.0,10.588,2330.0,2400.0,,,,,,,,,,,2025-01-07,,,,,2025-05-29,,,,2025-06-10,,HE Local,HITACHI,,,,1.0,1.0,site,DAS,2025-06-10,site,2,1,3,-1,2,,,HITACHI(HE),,,1,3,2,3,Port → WH → MOSB → Site,DAS,
20,PRL-SHU-025-O,HVDC-ADOPT-HE-0214,SHU,EQ-001,191240,1,Indoor,Capacitor,120.0,80.0,100.0,0.96,450.0,500.0,Stackable x4,85322900,SEK,22270.0,MSC GIUSY,SWEDEN,Gothenburg,Khalifa port,2024-09-26,2024-11-16,,,,,,,,,,,,"HE-0214,0252 (Capacitor)",HITACHI,2024-11-18,,,1.0,,warehouse,DHL WH,2024-11-18,warehouse,1,0,1,-1,0,,,HITACHI(HE),,,0,1,1,2,Port → WH → Site,DHL WH,
20,PRL-DAS-002-O Lot6,HVDC-ADOPT-HE-0005,DAS,EQ-001,207740,1,Outdoor covered,Side Shield Pairs - Pack 1,420.0,205.0,140.0,12.054,590.0,1031.0,X2,85044083,SEK,433859.0,MSC Loretto,Sweden,Gothenburg,Khalifa port,2023-12-21,2024-02-10,,,2024-02-14,,,,,,,2025-05-16,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,DAS,2025-05-16,site,1,1,2,0,2,,,HITACHI(HE),,,1,2,1,2,Port → WH → Site,DAS,
20,,HVDC-ADOPT-HE-LOC-0001,DAS,EQ-211,208753,1,Indoor,LV Panel - DAS Pole 1 CUBICLE - 10,135.0,185.0,273.0,6.497,1730.0,1800.0,,,,,,,,,,,2025-01-07,,,,,2025-05-29,,,,2025-06-10,,HE Local,HITACHI,,,,1.0,1.0,site,DAS,2025-06-10,site,2,1,3,-1,2,,,HITACHI(HE),,,1,3,2,3,Port → WH → MOSB → Site,DAS,
21,PRL-SHU-025-O,HVDC-ADOPT-HE-0214,SHU,EQ-001,191241,1,Indoor,Capacitor,120.0,80.0,100.0,0.96,450.0,500.0,Stackable x4,85322900,SEK,22270.0,MSC GIUSY,SWEDEN,Gothenburg,Khalifa port,2024-09-26,2024-11-16,,,,,,,,,,,,"HE-0214,0252 (Capacitor)",HITACHI,2024-11-18,,,1.0,,warehouse,DHL WH,2024-11-18,warehouse,1,0,1,-1,0,,,HITACHI(HE),,,0,1,1,2,Port → WH → Site,DHL WH,
21,PRL-DAS-002-O Lot6,HVDC-ADOPT-HE-0005,DAS,EQ-001,207741,1,Outdoor covered,Side Shield Pairs - Pack 1,420.0,205.0,140.0,12.054,590.0,1031.0,X2,85044083,SEK,433859.0,MSC Loretto,Sweden,Gothenburg,Khalifa port,2023-12-21,2024-02-10,,,2024-02-15,,,2024-08-03,2024-08-03,,,2024-08-13,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,DAS,2024-08-13,site,2,1,3,-1,2,,,HITACHI(HE),,,1,3,2,3,Port → WH → MOSB → Site,DAS,
21,,HVDC-ADOPT-HE-LOC-0001,DAS,EQ-211,208754,1,Indoor,LV Panel - DAS Pole 1 CUBICLE - 11,135.0,185.0,273.0,6.497,1730.0,1800.0,,,,,,,,,,,2025-01-07,,,,,2025-05-29,,,,2025-06-10,,HE Local,HITACHI,,,,1.0,1.0,site,DAS,2025-06-10,site,2,1,3,-1,2,,,HITACHI(HE),,,1,3,2,3,Port → WH → MOSB → Site,DAS,
22,PRL-SHU-025-O,HVDC-ADOPT-HE-0214,SHU,EQ-001,191242,1,Indoor,Capacitor,120.0,80.0,100.0,0.96,450.0,500.0,Stackable x4,85322900,SEK,22270.0,MSC GIUSY,SWEDEN,Gothenburg,Khalifa port,2024-09-26,2024-11-16,,,,,,,,,,,,"HE-0214,0252 (Capacitor)",HITACHI,2024-11-18,,,1.0,,warehouse,DHL WH,2024-11-18,warehouse,1,0,1,-1,0,,,HITACHI(HE),,,0,1,1,2,Port → WH → Site,DHL WH,
22,PRL-DAS-002-O Lot6,HVDC-ADOPT-HE-0005,DAS,EQ-001,207742,1,Outdoor covered,Side Shield Pairs - Pack 1,420.0,205.0,140.0,12.054,590.0,1031.0,X2,85044083,SEK,433859.0,MSC Loretto,Sweden,Gothenburg,Khalifa port,2023-12-21,2024-02-10,,,2024-02-15,,,,,,,2025-05-16,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,DAS,2025-05-16,site,1,1,2,0,2,,,HITACHI(HE),,,1,2,1,2,Port → WH → Site,DAS,
22,,HVDC-ADOPT-HE-LOC-0001,DAS,EQ-211,208755,1,Indoor,"LV Panel - DAS Pole 1 CUBICLE - 12, 13 & 14",210.0,125.0,273.0,7.953,1980.0,2050.0,,,,,,,,,,,2025-01-07,,,,,2025-05-29,,,,2025-06-10,,HE Local,HITACHI,,,,1.0,1.0,site,DAS,2025-06-10,site,2,1,3,-1,2,,,HITACHI(HE),,,1,3,2,3,Port → WH → MOSB → Site,DAS,
23,PRL-SHU-025-O,HVDC-ADOPT-HE-0214,SHU,EQ-001,191243,1,Indoor,Capacitor,120.0,80.0,100.0,0.96,450.0,500.0,Stackable x4,85322900,SEK,22270.0,MSC GIUSY,SWEDEN,Gothenburg,Khalifa port,2024-09-26,2024-11-16,,,,,,,,,,,,"HE-0214,0252 (Capacitor)",HITACHI,2024-11-18,,,1.0,,warehouse,DHL WH,2024-11-18,warehouse,1,0,1,-1,0,,,HITACHI(HE),,,0,1,1,2,Port → WH → Site,DHL WH,
23,PRL-DAS-002-O Lot6,HVDC-ADOPT-HE-0005,DAS,EQ-001,207743,1,Outdoor covered,Side Shield Pairs - Pack 1,420.0,205.0,140.0,12.054,590.0,1031.0,X2,85044083,SEK,433859.0,MSC Loretto,Sweden,Gothenburg,Khalifa port,2023-12-21,2024-02-10,,,2024-02-15,,,,,,,2025-05-16,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,DAS,2025-05-16,site,1,1,2,0,2,,,HITACHI(HE),,,1,2,1,2,Port → WH → Site,DAS,
23,,HVDC-ADOPT-HE-LOC-0001,DAS,EQ-211,208756,1,Indoor,LV Panel - DAS Pole 1 CUBICLE - 15 & 16,215.0,115.0,273.0,7.26,2180.0,2250.0,,,,,,,,,,,2025-01-07,,,,,2025-05-29,,,,2025-06-10,,HE Local,HITACHI,,,,1.0,1.0,site,DAS,2025-06-10,site,2,1,3,-1,2,,,HITACHI(HE),,,1,3,2,3,Port → WH → MOSB → Site,DAS,
24,PRL-SHU-025-O,HVDC-ADOPT-HE-0214,SHU,EQ-001,191244,1,Indoor,Capacitor,120.0,80.0,100.0,0.96,450.0,500.0,Stackable x4,85322900,SEK,22270.0,MSC GIUSY,SWEDEN,Gothenburg,Khalifa port,2024-09-26,2024-11-16,,,,,,,,,,,,"HE-0214,0252 (Capacitor)",HITACHI,2024-11-18,,,1.0,,warehouse,DHL WH,2024-11-18,warehouse,1,0,1,-1,0,,,HITACHI(HE),,,0,1,1,2,Port → WH → Site,DHL WH,
24,PRL-DAS-002-O Lot6,HVDC-ADOPT-HE-0005,DAS,EQ-001,207744,1,Outdoor covered,Side Shield Pairs - Pack 1,420.0,205.0,140.0,12.054,590.0,1031.0,X2,85044083,SEK,433859.0,MSC Loretto,Sweden,Gothenburg,Khalifa port,2023-12-21,2024-02-10,,,2024-02-15,,,,,,,2025-05-16,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,DAS,2025-05-16,site,1,1,2,0,2,,,HITACHI(HE),,,1,2,1,2,Port → WH → Site,DAS,
24,,HVDC-ADOPT-HE-LOC-0001,DAS,EQ-211,208757,1,Indoor,LV Panel - DAS Pole 2 CUBICLE - 1 & 2,215.0,125.0,273.0,7.26,2180.0,2250.0,,,,,,,,,,,2025-01-07,,,,,2025-05-28,,,,2025-06-10,,HE Local,HITACHI,,,,1.0,1.0,site,DAS,2025-06-10,site,2,1,3,-1,2,,,HITACHI(HE),,,1,3,2,3,Port → WH → MOSB → Site,DAS,
25,PRL-SHU-025-O,HVDC-ADOPT-HE-0214,SHU,EQ-001,191245,1,Indoor,Capacitor,120.0,80.0,100.0,0.96,450.0,500.0,Stackable x4,85322900,SEK,22270.0,MSC GIUSY,SWEDEN,Gothenburg,Khalifa port,2024-09-26,2024-11-16,,,,,,,,,,,,"HE-0214,0252 (Capacitor)",HITACHI,2024-11-18,,,1.0,,warehouse,DHL WH,2024-11-18,warehouse,1,0,1,-1,0,,,HITACHI(HE),,,0,1,1,2,Port → WH → Site,DHL WH,
25,PRL-DAS-002-O Lot6,HVDC-ADOPT-HE-0005,DAS,EQ-001,207745,1,Outdoor covered,Side Shield Pairs - Pack 1,420.0,205.0,140.0,12.054,590.0,1031.0,X2,85044083,SEK,433859.0,MSC Loretto,Sweden,Gothenburg,Khalifa port,2023-12-21,2024-02-10,,,2024-02-15,,,,,,,2025-05-16,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,DAS,2025-05-16,site,1,1,2,0,2,,,HITACHI(HE),,,1,2,1,2,Port → WH → Site,DAS,
25,,HVDC-ADOPT-HE-LOC-0001,DAS,EQ-211,208758,1,Indoor,LV Panel - DAS Pole 2 CUBICLE - 3 & 4,175.0,125.0,273.0,3.96,1180.0,1250.0,,,,,,,,,,,2025-01-07,,,,,2025-05-28,,,,2025-06-10,,HE Local,HITACHI,,,,1.0,1.0,site,DAS,2025-06-10,site,2,1,3,-1,2,,,HITACHI(HE),,,1,3,2,3,Port → WH → MOSB → Site,DAS,
26,PRL-SHU-025-O,HVDC-ADOPT-HE-0214,SHU,EQ-001,191246,1,Indoor,Capacitor,120.0,80.0,100.0,0.96,450.0,500.0,Stackable x4,85322900,SEK,22270.0,MSC GIUSY,SWEDEN,Gothenburg,Khalifa port,2024-09-26,2024-11-16,,,,,,,,,,,,"HE-0214,0252 (Capacitor)",HITACHI,2024-11-18,,,1.0,,warehouse,DHL WH,2024-11-18,warehouse,1,0,1,-1,0,,,HITACHI(HE),,,0,1,1,2,Port → WH → Site,DHL WH,
26,PRL-DAS-002-O Lot6,HVDC-ADOPT-HE-0005,DAS,EQ-001,207746,1,Outdoor covered,Side Shield Pairs - Pack 1,420.0,205.0,140.0,12.054,590.0,1031.0,X2,85044083,SEK,433859.0,MSC Loretto,Sweden,Gothenburg,Khalifa port,2023-12-21,2024-02-10,,,2024-02-15,,,,,,,2025-05-16,,"Case List, RIL",HITACHI,,,,1.0,1.0,site,DAS,2025-05-16,site,1,1,2,0,2,,,HITACHI(HE),,,1,2,1,2,Port → WH → Site,DAS,
26,,HVDC-ADOPT-HE-LOC-0001,DAS,EQ-211,208759,1,Indoor,LV Panel - DAS Pole 2 CUBICLE - 5 & 6,135.0,125.0,273.0,5.775,1280.0,1350.0,,,,,,,,,,,2025-01-07,,,,,2025-05-28,,,,2025-06-10,,HE Local,HITACHI,,,,1.0,1.0,site,DAS,2025-06-10,site,2,1,3,-1,2,,,HITACHI(HE),,,1,3,2,3,Port → WH → MOSB → Site,DAS,
